Species,Stephan_col,Merged_col,Stephan_value,Merged_value,abs_diff,pct_diff,match_cat,merged_teams
Pongo_pygmaeus,Diencephalon,Diencephalon_Vol.mm3,13500,13500,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Diencephalon,Diencephalon_Vol.mm3,754,754,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Diencephalon,Diencephalon_Vol.mm3,2529,2529,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Diencephalon,Diencephalon_Vol.mm3,3344,3344,0,0,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Diencephalon,Diencephalon_Vol.mm3,1098,1098,0,0,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Diencephalon,Diencephalon_Vol.mm3,861,861,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Diencephalon,Diencephalon_Vol.mm3,739,739,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Diencephalon,Diencephalon_Vol.mm3,554,554,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Diencephalon,Diencephalon_Vol.mm3,3605,3605,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Diencephalon,Diencephalon_Vol.mm3,489,489,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Diencephalon,Diencephalon_Vol.mm3,235,235,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Diencephalon,Diencephalon_Vol.mm3,3539,3539,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Diencephalon,Diencephalon_Vol.mm3,5423,5423,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Diencephalon,Diencephalon_Vol.mm3,1713,1713,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Diencephalon,Diencephalon_Vol.mm3,382,382,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Diencephalon,Diencephalon_Vol.mm3,5721,5721,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Diencephalon,Diencephalon_Vol.mm3,593,593,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Diencephalon,Diencephalon_Vol.mm3,4480,4480,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Diencephalon,Diencephalon_Vol.mm3,134,134,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Diencephalon,Diencephalon_Vol.mm3,2375,2375,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Diencephalon,Diencephalon_Vol.mm3,5310,5310,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Diencephalon,Diencephalon_Vol.mm3,1077,1077,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Diencephalon,Diencephalon_Vol.mm3,785,785,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Diencephalon,Diencephalon_Vol.mm3,9280,9280,0,0,exact(<0.5%),Stephan_collection
Pithecia_monachus,Diencephalon,Diencephalon_Vol.mm3,2285,2285,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Diencephalon,Diencephalon_Vol.mm3,2195,2195,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Diencephalon,Diencephalon_Vol.mm3,4727,4727,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Diencephalon,Diencephalon_Vol.mm3,692,692,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Diencephalon,Diencephalon_Vol.mm3,1430,1430,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Telencephalon,Telencephalon_Vol.mm3,79946,79946,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Telencephalon,Telencephalon_Vol.mm3,6550,6550,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Telencephalon,Telencephalon_Vol.mm3,3099,3099,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Telencephalon,Telencephalon_Vol.mm3,52113,52113,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Telencephalon,Telencephalon_Vol.mm3,56277,56277,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Telencephalon,Telencephalon_Vol.mm3,2240,2240,0,0,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Telencephalon,Telencephalon_Vol.mm3,369878,343987,-25891,-6.9998756346687285,notable(5-100%),Stephan_collection
Homo_sapiens,Telencephalon,Telencephalon_Vol.mm3,1063399,1063399,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Telencephalon,Telencephalon_Vol.mm3,76001,76001,0,0,exact(<0.5%),Stephan_collection
Indri_indri,Telencephalon,Telencephalon_Vol.mm3,25551,25551,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Telencephalon,Telencephalon_Vol.mm3,77049,77049,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Telencephalon,Telencephalon_Vol.mm3,4551,4551,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Telencephalon,Telencephalon_Vol.mm3,313493,313493,0,0,exact(<0.5%),Stephan_collection
Perodicticus_potto,Telencephalon,Telencephalon_Vol.mm3,9418,9418,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Telencephalon,Telencephalon_Vol.mm3,57885,57885,0,0,exact(<0.5%),Stephan_collection
Pongo_pygmaeus,Telencephalon,Telencephalon_Vol.mm3,238300,238300,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Telencephalon,Telencephalon_Vol.mm3,7052,7052,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Telencephalon,Telencephalon_Vol.mm3,20461,20461,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Telencephalon,Telencephalon_Vol.mm3,37388,37388,0,0,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Telencephalon,Telencephalon_Vol.mm3,12128,12128,0,0,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Telencephalon,Telencephalon_Vol.mm3,6026,6026,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Telencephalon,Telencephalon_Vol.mm3,7733,7733,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Telencephalon,Telencephalon_Vol.mm3,5318,5318,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Telencephalon,Telencephalon_Vol.mm3,51279,51279,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Telencephalon,Telencephalon_Vol.mm3,4314,4314,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Telencephalon,Telencephalon_Vol.mm3,1941,1941,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Telencephalon,Telencephalon_Vol.mm3,30196,30196,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Telencephalon,Telencephalon_Vol.mm3,84770,84770,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Telencephalon,Telencephalon_Vol.mm3,15566,15566,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Telencephalon,Telencephalon_Vol.mm3,2997,2997,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Telencephalon,Telencephalon_Vol.mm3,74822,74822,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Telencephalon,Telencephalon_Vol.mm3,4708,4708,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Telencephalon,Telencephalon_Vol.mm3,71080,71080,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Telencephalon,Telencephalon_Vol.mm3,1129,1129,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Telencephalon,Telencephalon_Vol.mm3,30166,30166,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Telencephalon,Telencephalon_Vol.mm3,70873,70873,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Telencephalon,Telencephalon_Vol.mm3,8495,8495,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Telencephalon,Telencephalon_Vol.mm3,6545,6545,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Telencephalon,Telencephalon_Vol.mm3,154987,154987,0,0,exact(<0.5%),Stephan_collection
Pithecia_monachus,Telencephalon,Telencephalon_Vol.mm3,24920,24920,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Telencephalon,Telencephalon_Vol.mm3,17040,17040,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Telencephalon,Telencephalon_Vol.mm3,56189,56189,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Telencephalon,Telencephalon_Vol.mm3,7055,7055,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Telencephalon,Telencephalon_Vol.mm3,17635,17635,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,90.4,90.4,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,89.2,89.2,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,12.3,11.4,-0.9000000000000004,-7.317073170731709,notable(5-100%),Stephan_collection
Cebus_albifrons,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,39.9,39.9,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,117,116.7,-0.29999999999999716,-0.256410256410254,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,83.1,83.1,0,0,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,316,294,-22,-6.962025316455696,notable(5-100%),Stephan_collection
Homo_sapiens,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,114,113.5,-0.5,-0.43859649122807015,exact(<0.5%),Stephan_collection
Hylobates_lar,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,43.9,43.9,0,0,exact(<0.5%),Stephan_collection
Indri_indri,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,168,167.4,-0.5999999999999943,-0.35714285714285376,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,121,121.4,0.4000000000000057,0.3305785123966989,exact(<0.5%),Stephan_collection
Loris_tardigradus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,85.8,85.8,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,257,257.2,0.19999999999998863,0.07782101167314733,exact(<0.5%),Stephan_collection
Perodicticus_potto,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,310,309.7,-0.30000000000001137,-0.09677419354839076,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,51.3,51.3,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,19.1,19.1,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,369,369,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,41.4,41.4,0,0,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,56,56,0,0,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,70.1,70.1,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,27,27,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,22.8,22.8,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,99.5,99.5,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,158,157.5,-0.5,-0.31645569620253167,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,102,102,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,685,684.9,-0.10000000000002274,-0.014598540145988721,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,51.8,51.8,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,207,207,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,79.2,79.2,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,73.4,73.4,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,113,112.7,-0.29999999999999716,-0.2654867256637143,exact(<0.5%),Stephan_collection
Macaca_mulatta,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,84.3,84.3,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,43,43,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,27.8,27.8,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,30.3,30.3,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,159,159.3,0.30000000000001137,0.18867924528302601,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,166,165.9,-0.09999999999999432,-0.060240963855418266,exact(<0.5%),Stephan_collection
Papio_anubis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,287,286.8,-0.19999999999998863,-0.06968641114982183,exact(<0.5%),Stephan_collection
Pithecia_monachus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,34.8,34.8,0,0,exact(<0.5%),Stephan_collection
Plecturocebus_moloch,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,19.2,19.2,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,147,147.4,0.4000000000000057,0.2721088435374188,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,10.7,10.7,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,17.3,17.3,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,26.8,26.8,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.19,2.19,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,3.01,3.01,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.39,0.386,-0.0040000000000000036,-1.0256410256410264,close(0.5-2%),Stephan_collection
Cebus_albifrons,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.67,0.667,-0.0030000000000000027,-0.4477611940298511,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Galagoides_demidoff,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,1.26,1.26,0,0,exact(<0.5%),Stephan_collection
Homo_sapiens,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Hylobates_lar,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Indri_indri,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.32,2.32,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Loris_tardigradus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.3,2.3,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Perodicticus_potto,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.74,2.74,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Saguinus_oedipus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.41,0.406,-0.003999999999999948,-0.9756097560975484,close(0.5-2%),Stephan_collection
Varecia_variegata,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,5.27,5.27,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.6,0.595,-0.0050000000000000044,-0.8333333333333341,close(0.5-2%),Stephan_collection
Aotus_trivirgatus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.22,0.222,0.0020000000000000018,0.90909090909091,close(0.5-2%),Stephan_collection
Avahi_occidentalis,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.55,2.55,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.51,0.512,0.0020000000000000018,0.39215686274509837,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.33,0.326,-0.0040000000000000036,-1.212121212121213,close(0.5-2%),Stephan_collection
Cercopithecus_ascanius,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Cheirogaleus_major,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,4.04,4.04,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.66,2.66,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,8.31,8.31,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Eulemur_fulvus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,3.21,3.21,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.58,2.58,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,1.43,1.43,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.72,2.72,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Microcebus_murinus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,1.62,1.62,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Nasalis_larvatus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Nycticebus_coucang,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,4.28,4.28,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,2.52,2.52,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Pithecia_monachus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.85,0.846,-0.0040000000000000036,-0.4705882352941181,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,3.4,3.4,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0,0,0,NA,NA,Stephan_collection
Saguinus_midas,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.29,0.29,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.99,0.985,-0.0050000000000000044,-0.5050505050505055,close(0.5-2%),Stephan_collection
Ateles_geoffroyi,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1625,1625,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Lobus_piriformis,Lobus_piriformis_Vol.mm3,284,284,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Lobus_piriformis,Lobus_piriformis_Vol.mm3,133,133,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Lobus_piriformis,Lobus_piriformis_Vol.mm3,931,931,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1265,1265,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Lobus_piriformis,Lobus_piriformis_Vol.mm3,181,181,0,0,exact(<0.5%),Stephan_collection
Homo_sapiens,Lobus_piriformis,Lobus_piriformis_Vol.mm3,9032,9032,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1264,1264,0,0,exact(<0.5%),Stephan_collection
Indri_indri,Lobus_piriformis,Lobus_piriformis_Vol.mm3,838,838,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1639,1639,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,256,256,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Lobus_piriformis,Lobus_piriformis_Vol.mm3,2750,2750,0,0,exact(<0.5%),Stephan_collection
Perodicticus_potto,Lobus_piriformis,Lobus_piriformis_Vol.mm3,661,661,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Lobus_piriformis,Lobus_piriformis_Vol.mm3,937,937,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,256,256,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Lobus_piriformis,Lobus_piriformis_Vol.mm3,985,985,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,827,827,0,0,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,394,394,0,0,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Lobus_piriformis,Lobus_piriformis_Vol.mm3,265,265,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Lobus_piriformis,Lobus_piriformis_Vol.mm3,253,253,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,191,191,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1052,1052,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Lobus_piriformis,Lobus_piriformis_Vol.mm3,332,332,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Lobus_piriformis,Lobus_piriformis_Vol.mm3,198,198,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1538,1538,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1339,1339,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,641,641,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Lobus_piriformis,Lobus_piriformis_Vol.mm3,163,163,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1395,1395,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,302,302,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1220,1220,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,103,103,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Lobus_piriformis,Lobus_piriformis_Vol.mm3,706,706,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,1268,1268,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Lobus_piriformis,Lobus_piriformis_Vol.mm3,510,510,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,386,386,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Lobus_piriformis,Lobus_piriformis_Vol.mm3,2111,2111,0,0,exact(<0.5%),Stephan_collection
Pithecia_monachus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,675,675,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Lobus_piriformis,Lobus_piriformis_Vol.mm3,664,664,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,942,942,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Lobus_piriformis,Lobus_piriformis_Vol.mm3,243,243,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,413,413,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Septum,Septum_Vol.mm3,324,324,0,0,exact(<0.5%),Stephan_collection
